"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           0","       12300","      152274","149706.79815","HomeImp","Office","  2.54344486","           0","           0","196.87675772","           0","          56","33.722769149"
"           1","1116.2026624","19430.804013","25456.998982","HomeImp","Other","5.1551835496","           0","           0","82.760160333","           0","           3","34.385367068"
"           0","10181.671013","       90006","57735.317197","DebtCon","Office","           9","           0","           0","133.49754075","           1","          21"," 36.91048167"
"           0","4395.6178374","119595.12956","      177853","DebtCon","ProfExe","           6","           .","           0","206.81707264","           4","          25"," 41.42504139"
"           0","       12300","19304.138496"," 64512.09572","DebtCon","Mgr","0.1383303758","           0","           0"," 136.7467587","           1","          26","41.732675815"
"           0","4052.5662835","       35651","       59795","HomeImp","Other","16.828300502","           0","           0","118.65306415","           0","          23","40.662981652"
"           0","       12300","       50441","       56656","DebtCon","Office"," 0.086235066","           0","           0","186.45101665","           0","          21","35.452607421"
"           0","1560.2673624","9959.3093291","       46277","DebtCon","Other","2.0161991129","           .","           1"," 154.8992783","           7","          28","39.701782857"
"           0","       12300","55033.468362","      124217","HomeImp","ProfExe","           9","           0","           0","159.99402639","           2","          31","27.707443896"
"           1","       12300","45787.443291"," 92687.61456","HomeImp","ProfExe","2.0219561895","           0","           1","403.74892984","           0","          43","29.583184253"
"           0","       12300","20225.960126","116269.37698","DebtCon","ProfExe","0.7074589192","           1","           2"," 157.6206429","           0","          33","34.775102513"
"           1","11631.256136","       73099","       84250","DebtCon","ProfExe","           4","           .","           .","           .","           .","           .","40.222283144"
"           1","12213.499865","       11300","       39000","","Other","           .","           5","           1","170.43333333","           3","          21","           ."
"           0","268.34529842","       68024","       78800","DebtCon","Sales","3.9364662333","           0","           0","125.50405141","           0","          35","29.293344354"
"           1","2244.6894556","       64265","58547.112804","DebtCon","Other","          10","           0","           1","233.15612479","           0","          32","32.908823864"
"           0","       12400","      132894","109168.16137","HomeImp","Office","           0","           0","           1"," 355.1639113","           0","          16","40.540295366"
"           0","       12400","       31303","27180.743956","","Other"," 15.81563495","           0","           0","246.71682738","           0","          18","20.205907521"
"           0","5514.3655978","36870.657574","       97548","HomeImp","ProfExe","0.9871733054","           0","           0","74.404263327","           1","          19","36.457349926"
"           0","       12400","      137927","      160566","HomeImp","ProfExe","5.9737812392","           0","           1","436.75177987","           0","          42","29.272556814"
"           1","8955.2698497","5160.1839858","56358.061456","DebtCon","Other","           9","           0","           1","70.337530564","           1","          24","35.212181264"
"           0","4644.7966223","       26768","       52411","HomeImp","Other","           0","           0","           0","253.31804334","           0","          11","38.821021323"
"           0","7622.1734325","      203902","      234454","HomeImp","ProfExe","           9","           0","           0","213.45544748","           0","          22"," 33.64852105"
"           0","8594.7292081","       16375","       36672","DebtCon","Mgr","4.8080911174","           0","           0","120.67492799","           0","          11","24.089437148"
"           1","11443.659402","4111.4362756","       57923","DebtCon","Other","           0","           0","           0","182.00104146","           2","          13"," 27.00877688"
"           1","       12400","9739.0357442","       62953","DebtCon","ProfExe","           9","           0","           0","262.07934525","           0","          16","21.345227351"
"           0","1123.9338938","           .","       69350","","","           0","           0","           0","           .","           0","           0","2.3651954133"
"           1","       12400","36049.136017","      112000","DebtCon","Mgr","1.5230121862","           0","           0","           .","           0","           0","           ."
"           0","4360.9476227","5312.1412238","      146813","DebtCon","ProfExe","           1","           0","           0","288.46762658","           0","          45","33.054284333"
"           0","2741.3099678","62848.310971","41067.595092","DebtCon","ProfExe","           2","           0","           0"," 279.5221733","           1","          46","35.614731425"
"           1","       12400","30712.524933","       74582","DebtCon","Other"," 4.176355878","           0","           0","134.03176787","           0","          20","36.925736414"
"           1","10914.595576","       34055","       40739","DebtCon","Other","           9","           .","           0","147.01282696","           6","          29","39.930947359"
"           1","5708.7025973","       50573","17152.500884","DebtCon","Other","          15","           1","           0","76.042086926","           0","           7","41.027966747"
"           0","3591.4440602","           .","5448.5673392","HomeImp","Other","           .","           0","           0","349.27961082","           0","           6","35.714418429"
"           0","       12400","       25805","11742.087607","DebtCon","Other","0.1331884033","           .","           .","           .","           .","           .","38.237225598"
"           0","7700.9119245","       24769","       87665","HomeImp","ProfExe","6.0890561846","           0","           0","238.38276937","           0","          11","25.332201314"
"           0","       12400","       83018","76979.840878","DebtCon","Other","1.1460532058","           0","           0","95.902131333","           2","          32","41.244779194"
"           0","       12500","       93538"," 109678.5839","DebtCon","ProfExe","           0","           0","           1","132.82371179","           0","          33","34.833864806"
"           0","       12500","       37562","       57081","HomeImp","Other","20.546727778","           0","           1","129.48684395","           0","          23","39.083002442"
"           1","2567.5081369","56622.730881","      101503","HomeImp","ProfExe","          13","           0","           7","145.95301782","           0","          36","36.759984664"
"           1","       12500","57758.016037","70825.890135","DebtCon","ProfExe","1.1413497111","           .","           0","209.70673679","           4","          25","40.905619756"
"           0","       12500","6126.2178617","30757.154019","HomeImp","Other","           6","           1","           1","368.73779632","           0","          21","14.733594833"
"           0","       12500","70822.672683","21900.580392","DebtCon","Office","3.5867946225","           0","           0","138.68795496","           0","          22","39.589961826"
"           0","       12500","28173.776383","63967.492775","DebtCon","Other","2.7841268805","           0","           1","321.38758675","           0","           9","31.380899093"
"           0","       12500","65282.069613","      118913","HomeImp","Office","           2","           0","           0","156.60549165","           1","          22","35.899287842"
"           0"," 10221.45035"," 32144.59197"," 44118.66295","DebtCon","Other","           4","           0","           0","307.63666403","           0","          10","30.362483817"
"           1","       12500","31196.092255","62785.975426","HomeImp","ProfExe","           0","           0","           0","71.304197606","           1","          20","34.712768805"
"           0","5032.5863843","8842.5284157","53908.276956","DebtCon","Mgr","16.005934436","           0","           0","252.34969818","          10","          24","35.800492028"
"           0","       12500","           .","       52026","HomeImp","Mgr","  3.58423716","           .","           ."," 173.7172393","           .","           8","21.621195099"
"           1","6742.4826705","       41000","       64680","DebtCon","Other","           2","           0","           0","        70.9","           3","          30","           ."
"           1","3007.7799063","28240.083029","12600.505181","DebtCon","Other","0.8603584416","           0","           0","77.233333333","           0","          12","           ."
"           1"," 3325.234099","       55000","       75393","DebtCon","Other","0.2266958179","           0","           1","113.03333333","           1","          16","           ."
"           0","       12500","       77100","51891.220766","HomeImp","Office","           .","           0","           0","173.46666667","           1","          26","           ."
"           0","8841.8459095","59548.264578","       93400","DebtCon","Other","0.7171431942","           3","           0","74.066666667","           1","          21","           ."
"           1","       12500","10244.498097","       67500","DebtCon","Office","          16","           0","           5","183.63333333","           0","          15","           ."
"           1","       12500","       69192","28473.715855","DebtCon","Mgr","           4","           0","           0","282.03333333","           1","          23","           ."
"           0","       12500","19430.289273","42077.984809","HomeImp","Other","2.2239712869","           2","           6","226.43333333","           4","          42","           ."
"           0","5097.8119683","       50097","38777.457002","DebtCon","Other","0.4114961035","           0","           0","267.86545832","           0","          20","29.159609493"
"           0","       12500","       77792","62128.851577","DebtCon","ProfExe","7.8368218093","           2","           0"," 182.9569956","           1","          29","27.385873237"
"           0","873.37780319","23178.084583","       79893","HomeImp","Office","9.3870723524","           2","           0","249.43595428","           1","          29","35.020885785"
"           0","9348.5641046","       66163","24334.801961","DebtCon","Office","1.3145186851","           1","           2","176.93524748","           3","          30","36.774639954"
"           0","       12500","49023.693844","      101048","DebtCon","Other","           1","           0","           0","147.40222744","           0","          23","38.855162721"
"           0","195.36503833","15257.907591"," 17174.56256","DebtCon","Office","4.3312767434","           0","           1","107.74109478","           0","          16","19.300854446"
"           1","       12500","       55228","       66569","DebtCon","Mgr","0.7342867678","           0","           0","198.81516721","           1","          17","27.996872759"
"           0","       12500","10413.480306"," 17101.31973","DebtCon","Mgr","11.122629941","           0","           0"," 223.5874152","          10","          24","35.951998648"
"           0","       12500","18967.982108","32852.983345","DebtCon","Other","           2","           .","           .","           .","           .","           .","38.438681858"
"           0","       12500","           .","13781.729975","HomeImp","Other","           0","           0","           0","       309.4","           1","           9","           ."
"           0","3618.6108266","       56791","       72974","HomeImp","Other","25.058397883","           0","           3"," 182.0664052","           0","          24","35.691622815"
"           0","       12500","           .","           .","","","           .","           .","           .","           .","           .","           .","27.352644226"
"           0","2188.1071806","       71370","       90316","HomeImp","Office","  8.71971875","           0","           0"," 162.3574415","           2","          14","39.875483802"
"           0","4196.5657135","       84933","92363.946726","DebtCon","ProfExe","           8","           0","           0","192.42260626","           1","          37","40.845077791"
"           0","3617.5640803","58680.148787","       93802","DebtCon","Mgr","1.8006935212","           0","           0","141.61314558","           2","          26"," 40.74903888"
"           1","       12600","       68800"," 53800.24323","DebtCon","Mgr","           3","           2","           1","202.86666667","           8","          26","           ."
"           1","5312.1596505","37529.203585","       57000","DebtCon","Other","4.0663815672","           1","           0","98.433333333","          10","          18","           ."
"           0","       12600","       83921","       90876","DebtCon","Other","           3","           0","           0","106.93739665","           1","          32","41.473001084"
"           0","       12600","2074.7226194"," 57361.96038","DebtCon","ProfExe","1.0887807785","           0","           0","209.72551959","           0","          15","23.915614881"
"           1","3998.8603569","72848.165913","11157.301631","DebtCon","Other","0.4572785541","           0","           2","194.35993932","           1","          16","36.414572822"
"           1","       12600","31436.378246","72840.042906","HomeImp","Office","           0","           0","           1"," 344.7479335","           0","          16","39.483820073"
"           1","4048.8509486","       86785","      110400","DebtCon","Other","0.1975065079","           1","           .","89.066666667","           2","          27","           ."
"           1","10693.243938","31495.332412","       86209","","ProfExe","0.9147029728","           0","           0","118.06964742","           0","          14","36.051487179"
"           0","7253.1548465","38289.051072","87080.597899","DebtCon","Other","           9","           0","           0","202.15263385","           0","          20","18.347529385"
"           0","       12600","      103960"," 16064.26374","DebtCon","","1.6603777891","           0","           0","129.01549941","           0","          25","34.479454764"
"           0","11291.090445","6001.2847377","10745.996974","DebtCon","Other"," 1.566452883","           .","           1","170.40710644","           7","          29","37.802669594"
"           0","9627.0822164"," 17213.40733","33116.358224","HomeImp","Other","4.9986432732","           0","           0","        87.2","           2","          12","           ."
"           1","       12600","40299.212397","9857.9756426","DebtCon","Other","3.5939476353","           1","           0","        58.7","           7","          23","           ."
"           0","       12600","       62493","59612.161201","","Other","          13","           0","           0","266.33310144","           0","          26","27.007872196"
"           1","11602.912497","17018.589758","60479.604931","HomeImp","Other","25.200018554","           1","           2"," 198.8467209","           0","          23","36.837741045"
"           0","538.63787862","       58247","       72189","HomeImp","Other","          30","           0","           3","198.24317597","           0","          23","35.794259842"
"           0"," 10589.76238","79783.127379","113317.17705","HomeImp","ProfExe","1.9676145287","           0","           0","138.16470464","           4","          22","34.598727401"
"           1","2728.6572463","       85335","       97094","DebtCon","Other","1.8343713246","           0","           0","116.08660902","           1","          32","40.845246192"
"           1","       12600","930.93102282","102949.32951","HomeImp","Other","17.067841236","           0","           0","128.66024536","           4","          24","28.723017625"
"           0","6909.1249657","33526.943381","51075.204434","HomeImp","Other","7.7015942008","           0","           0","114.23595157","           0","          23","38.682676037"
"           0","1631.3365699","39553.982103","       94236","DebtCon","Other","          11","           0","           0","164.76230423","           5","          21"," 39.52570494"
"           0","       12600","4532.0887896","1470.3540732","DebtCon","Mgr","           3","           0","           0"," 190.1599072","           1","          17","29.266317175"
"           0","138.17979034","198839.21212","131870.51681","HomeImp","ProfExe","          10","           0","           0","242.91289344","           0","          22","29.801627319"
"           0","11920.210756","78268.741785","       91004","DebtCon","Mgr","10.315757687","           0","           0","227.50739015","          10","          23","34.464302149"
"           1","1706.6984838","41518.605098","      176467","HomeImp","Office","           7","           0","           0","191.90446359","           1","          55","33.902320006"
"           0","9437.3622523","       29471","45885.579293","HomeImp","Other","           9","           0","           0","79.902871414","           0","           4","36.020607901"
"           0","       12700"," 29560.72368","       83604","DebtCon","Office","1.9299416467","           2","           3"," 189.9194249","           3","          29","37.368560459"
"           0","       12700","           .","       41396","HomeImp","Other","           0","           0","           0","302.87005049","           1","           8","27.989466591"
"           0","7821.1331661","       79383","  35078.0771","DebtCon","Other","4.0557238385","           0","           0","78.299273534","           2","          14","33.581116502"
"           1","       12700","       30428","33873.930613","DebtCon","ProfExe","1.2437736845","           0","           0","164.49002127","           0","          36","38.874158603"
"           0","  10398.7513","73895.239177","      124116","DebtCon","","1.4276675551","           0","           0","137.43869242","           0","          25","31.603100931"
"           0","3282.8352778"," 46197.91993","17109.983224","DebtCon","Office","5.5184497724","           0","           0","105.05041496","           0","          23","36.700445544"
"           0","       12700","26472.931556","       58714","","Other","          29","           0","           0"," 230.8801537","           0","          19","20.637917598"
"           0","       12700","8834.5635203","       38577","HomeImp","Mgr","1.1138178115","           0","           0","72.329572042","           0","           9","31.605665455"
"           0","       12700","76619.882575","17172.816542","HomeImp","ProfExe","           7","           0","           1","148.28809958","           0","          34","33.463697469"
"           0","       12700","5835.7856923"," 6547.796071","HomeImp","Office","           0","           0","           1","340.79534444","           0","          15","40.168827023"
"           1","12261.322237","6880.6735597","       73541","DebtCon","ProfExe","           1","           0","           0","157.89244671","           2","          35","41.651691707"
"           0","269.07729496","20447.411222","55195.903214","DebtCon","ProfExe","           9","           2","           0","214.99645978","           1","          29","29.306071113"
"           1","       12700","      105293","111359.19778","","Office","10.108849973","           0","           0","250.01888053","           0","          16","35.287166428"
"           0","5557.8650113","13768.228319","       93741","DebtCon","Other","           0","           0","           0","38.334923849","           1","           3","42.109347732"
"           0","4192.5839519","       72164","      104220","DebtCon","Office","          10","           0","           0"," 165.4307821","           0","          13","37.539963363"
"           0","176.74257689","15072.816172","39875.600931","DebtCon","Other","           0","           1","           0","192.47915219","           2","          13"," 26.54684008"
"           0","       12700","        9038","       65969","HomeImp","Other","           7","           1","           1","346.58010279","           0","          22","13.347212679"
"           0"," 1425.174207","17974.107574","77354.100756","DebtCon","Other","           0","           0","           0","129.15261505","           3","          11","37.838273531"
"           0","       12700","21836.544441","       82567","HomeImp","Other","           3","           0","           1","185.32503543","           0","          13","27.390380405"
"           0","       12700","       58606","22558.738307","DebtCon","Other","           1","           0","           0","125.32588539","           3","          11","35.999610723"
"           0"," 12578.02794","103955.45542","140407.05295","DebtCon","ProfExe","5.4988222739","           .","           1","210.11522091","           4","          26","43.768191776"
"           0","10624.121296","56044.105348","      129752","HomeImp","ProfExe","7.0953834574","           0","           0"," 181.0272753","           2","          32","29.466721027"
"           0","       12700","22302.513848","32837.085303","HomeImp","Other","          23","           0","           0","136.95694068","           0","          22","39.431663733"
"           0","5849.1628018","71901.458259","      114619","HomeImp","Office","           2","           0","           0"," 142.2125619","           0","          22","35.949877053"
"           0","       12800","       66293","25246.407585","HomeImp","Office","          27","           0","           0","169.72388834","           1","          14","41.232162564"
"           0","3075.0527277","116833.29661"," 15919.32906","HomeImp","ProfExe","0.6438833948","           0","           0"," 136.6209694","           1","          14","27.124889306"
"           1","       12800","18879.947525","42222.719314","DebtCon","Mgr","1.9067816464","           0","           0","175.51987453","           1","          16","28.648185714"
"           0","9669.0231189","5365.9532807","       70078","DebtCon","Other","           9","           0","           0","240.90805914","           0","          17","31.754053954"
"           0","9344.4487496","24216.904758","       78392","HomeImp","Other","           0","           0","           1","195.72332191","           0","          13","27.337441385"
"           1","       12800","19942.438823","       72172","DebtCon","Other","          20","           0","           0","162.04401039","           0","          16"," 37.51836575"
"           0","       12800","      100241","111607.89316","DebtCon","Other","3.5389778877","           0","           1","197.27367923","           1","          15","39.467588446"
"           0","9600.5678162","       73624","1314.8530357","DebtCon","Other","0.6757716977","           0","           0","201.65084421","           0","          20","19.557272829"
"           0","12126.204675","           .","           .","","","           .","           .","           .","           .","           .","           .","25.132448542"
"           0","       12800","           .","           .","","","           .","           .","           .","           .","           .","           .","24.659670477"
"           0"," 2679.734577","      206527","199982.37537","HomeImp","ProfExe","1.1248722128","           0","           0","225.20132562","           0","          22"," 31.12184071"
"           0","9005.4710609","35144.884085","420.64551023","DebtCon","Other","5.4419869918","           0","           0","132.16026989","           0","          16","23.477426284"
"           1"," 6101.075521","78449.188167","      100333","DebtCon","Mgr","          11","           0","           1","80.148943035","           4","          29","42.319370392"
"           0","5186.0792721","4002.0825217","       78660","DebtCon","Other","           3","           .","           .","159.80149338","           .","          34","30.010909605"
"           0","6178.2255559","       48437"," 42112.32488","DebtCon","Other","           0","           1","           0","260.55523624","           0","          21","29.516289851"
"           1","       12800","21280.904855","53585.641074","HomeImp","ProfExe","           6","           .","           .","           .","           .","           .","           ."
"           1","       12800","      111000"," 28745.77194","DebtCon","Sales","           7","           1","           0","       203.9","           2","          40","           ."
"           0","       12800","       76783","       95007","DebtCon","Mgr","4.9770656577","           0","           0","140.97202234","           2","          26","42.153616933"
"           0","8795.2110928","12081.727069","27127.519059","DebtCon","Office","6.9137809318","           0","           0","139.53084276","           0","          24","37.531077087"
"           0","       12800","       11986","       48309","HomeImp","Office","1.3838827742","           0","           0"," 265.2270609","           0","          20","28.493861936"
"           0","       12800","       46043","       62531","DebtCon","Other","           4","           0","           0","183.98210054","           0","          13","26.100802572"
"           0","1228.5214847"," 10440.61204","       51123","HomeImp","Other","          23","           0","           1","127.83966204","           0","          22","39.389594605"
"           1","913.44100875","36276.807588","74026.973558","DebtCon","Office","6.6641094134","           .","           3","116.46675743","           2","          24","43.572307509"
"           0","926.09820409","16465.811107","44567.602725","DebtCon","Other","5.0950655626","           0","           0","175.87735007","           0","          26","34.747185039"
"           0","       12800","       71531","       87256","HomeImp","Office","          26","           0","           0"," 167.1637357","           1","          14","40.376137593"
"           0","7348.1362258","15038.314418","      105289","HomeImp","ProfExe","           8","           0","           0","151.85116589","           0","          35","31.210704737"
"           0"," 11422.95007","       77318","27019.859224","DebtCon","Mgr","           6","           0","           0","125.53480182","           2","          27","39.462663394"
"           0","       12800","       85251","23624.615888","DebtCon","ProfExe","           1","           1","           2","143.68279591","           0","          33","31.913272413"
"           0","       12800","12467.007031","      110583","DebtCon","Other","           4","           0","           0","79.371384496","           1","          13","33.586691632"
"           1","9344.3923159","       29100","       39264","HomeImp","Other","2.1589757112","           0","           0","93.395002466","           2","          12","31.283061018"
"           0","       12800","15062.048698","52852.322111","DebtCon","Other","           0","           0","           0","159.35410405","           1","          22","40.111578298"
"           0","       12800","22930.076908","26447.471716","HomeImp","Office","          23","           0","           0","163.98927891","           1","          14","39.424487787"
"           0","       12900","47424.381607","       87000","DebtCon","Other","           6","           0","           0","201.93333333","           3","          19","           ."
"           0","       12900","       94000","           .","DebtCon","Office","6.0246787286","           0","           1","205.93333333","           0","          19","           ."
"           0","       12900","       34655","       57787","","Other","17.843789059","           0","           0","244.99538458","           0","          18","21.415504297"
"           1","6889.8166009","       64245","10360.503644","DebtCon","Office","0.2747821814","           0","           0"," 246.8377195","           3","          36","40.560130328"
"           0","10059.937842","37216.040271","4721.3282346","HomeImp","Other","8.3353725888","           0","           0","118.64637517","           0","          23","38.689440621"
"           0","       12900","       58566","40847.928873","DebtCon","Mgr","           5","           .","           .","116.77581763","           .","          24","39.977051188"
"           0","       12900","98021.374169","      112608","DebtCon","Other","          17","           0","           2","208.30688217","           2","          16","39.677905811"
"           0","       12900","       59191","38539.738837","DebtCon","Other","           2","           0","           0","175.17044098","           1","          17","35.558171284"
"           1","       12900","       29891","75291.993702","HomeImp","Other","           2","           0","           0","29.058670234","           3","          11","31.458500529"
"           0","       12900","      151991","      179521","HomeImp","Office","           6","           0","           0"," 186.8053299","           0","          55"," 34.19175206"
"           0","       12900","12082.016583","104064.15037","HomeImp","Office"," 0.203857442","           0","           0","137.14247311","           1","          21","35.865466207"
"           0"," 10680.00536","       92734","12171.454178","HomeImp","Mgr","5.3973109859","           0","           0","236.05277279","           0","          24","28.663416808"
"           1","       12900","76184.389562","       97929","HomeImp","ProfExe","           0","           0","           0","65.107496541","           1","          20","34.696365542"
"           0","       12900","       90646"," 93942.05841","HomeImp","Other","          19","           0","           0","141.20846058","           3","          23","31.526379711"
"           0","       12900","52905.688231","       84472","DebtCon","Other","1.3377455889","           .","           .","187.17919874","           .","          34","29.995038406"
"           1","       12900","       67038","23332.818963","DebtCon","Office","1.2020413667","           0","           0","147.19741366","           0","          12","37.085986081"
"           0","7500.2798431","18453.108351","90860.208093","HomeImp","Other","1.1816914106","           0","           0","117.85717268","           3","          24","28.537354092"
"           1","43.298928925","       46266","24236.598872","DebtCon","Other","0.6199582297","           0","           0","77.133333333","           5","          18","           ."
"           1","       12900","36260.266022","67333.189383","HomeImp","ProfExe","           5","           0","           0","115.07618603","           1","          27","27.979706434"
"           0","2072.1740578","       31498","32310.642547","HomeImp","Mgr","9.8979308996","           0","           0","55.021588949","           0","           9","31.992753482"
"           1","6497.1511986","43879.835546","      177044","HomeImp","Office","1.3253363507","           0","           0"," 205.8739212","           0","          56","34.975734174"
"           1","9223.2778023","82128.327431","69073.028081","DebtCon","Mgr","           6","           0","           0","227.93289343","           0","          35","47.619763526"
"           0","1718.1656995","       55673","39375.977964","DebtCon","Other","0.3461291773","           0","           0","163.41663166","           0","          14","26.987437342"
"           0","2356.2842534","       88304","      122178","DebtCon","Office","          10","           0","           0","223.45485481","           0","          12","41.429958874"
"           0","11901.881321","       50636","       57838","DebtCon","Other","           0","           1","           0","187.82532332","           1","          13","28.813470941"
"           0","       12900","       52353","       62740","DebtCon","Other","           2","           0","           0","167.51551603","           0","          13","37.357581403"
"           0","       12900","70879.061527","72588.169588","HomeImp","ProfExe","4.9098632088","           0","           2","169.19198431","           0","          28","32.820037269"
"           0","       12900","       19688","47996.088398","DebtCon","ProfExe","1.2838367006","           0","           2","407.26116688","           0","          12","22.839078993"
"           1","10751.907089","       70167","47346.719634","HomeImp","Office","0.5069410314","           0","           0"," 177.0806266","           2","          13","40.225695665"
"           0","5805.1175327","20812.334387","26794.659908","DebtCon","Other","3.3409345836","           0","           0","170.76451694","           0","          14","39.248014917"
"           0","11770.575099","       56957","5272.1410121","HomeImp","Other"," 15.17720521","           1","           3","179.09616602","           1","          23","36.394795447"
"           0","       12900","3389.0971929","15138.569671","DebtCon","Other","           1","           0","           0","225.58576305","           0","           9","33.021284072"
"           0","       12900","       61031","       71550","HomeImp","Other","          28","           0","           2","178.08725678","           0","          23","34.802428777"
"           0","       12900","15155.251403","       37881","DebtCon","Mgr","           8","           0","           0","134.38410886","           0","          10","20.515961862"
"           0","       13000","20486.674741","45441.171639","HomeImp","Other","           1","           0","           0","       109.4","           0","          19","           ."
"           0","       13000","11087.624985","16440.878571","HomeImp","Other","           6","           2","           0","355.13122911","           1","          21","15.823615554"
"           0","9996.9951538"," 15540.41622","32383.958753","DebtCon","Other","           8","           .","           1"," 166.7262772","           7","          28"," 38.35512561"
"           0","       13000","       81972","51107.920203","HomeImp","ProfExe","1.5056056583","           0","           0","107.42060929","           0","          26","24.720831083"
"           0","5944.2494758","           .","       28981","HomeImp",""," 17.32434894","           0","           0","203.90285502","           0","           4","25.740930695"
"           0","       13000","       61509","       77065","DebtCon","Other","2.3892142318","           0","           0"," 172.8544902","           2","          17","35.390861311"
"           1","1621.0555074","63630.399371","87730.993653","DebtCon","Other","           6","           0","           0","85.009196731","           1","          13","33.990039745"
"           0","5178.3021368","       72931","21143.609557","DebtCon","Other","           6","           0","           0","208.67289177","           2","          18","41.052235012"
"           1","8568.6966998","12679.413492","7229.7331552","HomeImp","ProfExe","          11","           0","           0","171.59766853","           1","           8","38.917999879"
"           0","       13000","       78766","13546.120339","HomeImp","ProfExe","2.0181217296","           0","           0","107.95131167","           0","          26","24.870993882"
"           0","8395.9226722","       49268","44878.564296","DebtCon","ProfExe","18.445404392","           0","           0","192.36447464","           0","          15","23.617104865"
"           0","       13000","       39386","32790.189917","DebtCon","Other","           4","           0","           0"," 110.4779566","           1","          16","38.521759005"
"           0","       13000","55364.042309","52203.819129","DebtCon","Office","7.1039219979","           0","           0","214.48449255","           3","          28","40.970466815"
"           0","       13000","26119.051224","       70095","HomeImp","Other","          28","           0","           3","212.38692445","           1","          24"," 36.72874424"
"           0","       13000","           .","       72175","HomeImp","Other","           .","           0","           0","367.94002493","           0","           6","36.561139738"
"           0","       13000","       29196","29887.669459","DebtCon","Other","           9","           .","           0","143.10806066","           6","          28"," 37.29840496"
"           1","       13000","       96172","58147.342611","DebtCon","ProfExe","6.2231108268","           0","           0","181.89180444","           1","          18","36.225571567"
"           0","8477.5547341","       88614","      116994","HomeImp","ProfExe","          13","           0","           2"," 188.8241991","           0","          28","32.619501636"
"           0","       13000","       16913","       48587","HomeImp","Office","          23","           0","           0"," 264.9921562","           0","          20","30.622635559"
"           1","       13000"," 19652.62989","      144076","DebtCon","Other","1.7623889026","           0","           0","110.19319627","           2","          30","48.977731698"
"           0","7213.4551216","       70000","       90704","DebtCon","Other","  2.07976546","           0","           3","142.16666667","           0","          37","           ."
"           1","5120.1674375","       34000","43249.264957","HomeImp","Other","         4.5","           0","           1","       148.5","           2","          24","           ."
"           0","5073.7826727","33046.336444","       64764","HomeImp","ProfExe","           4","           0","           0","211.06666667","           3","          18","           ."
"           0","       13000","280.07251536","       47700","DebtCon","ProfExe","           4","           0","           0","304.36666667","           0","          16","           ."
"           0","8203.4787592","11796.572084","17718.950782","HomeImp","Other","           .","           0","           0","       292.1","           0","          20","           ."
"           0","5806.2920257","       61612","62376.475627","HomeImp","ProfExe","           8","           0","           0","262.73333333","           1","          12","           ."
"           0","       13000","           .","12903.204858","DebtCon","Other","          13","           .","           .","90.933333333","           2","           9","           ."
"           0","       13000","3894.8737383","11175.632839","DebtCon","ProfExe","9.0906278361","           0","           1","       199.9","           2","          16","           ."
"           1","5283.9198808","6137.9950176","14055.649284","HomeImp","Other","0.0270224934","           9","           1","       193.8","           0","           9","           ."
"           1","1089.3688747","3922.2309629","41603.406806","DebtCon","Other","10.187099212","           3","           2","66.933333333","           4","           7","           ."
"           1","       13000","       36223","           .","DebtCon","Other","5.1708436488","           1","           0","132.86666667","           0","          14","           ."
"           1","       13000","27049.310435","19788.934896","DebtCon","Self","20.036541055","           0","           1","21.266666667","           1","          15","           ."
"           0"," 1339.748481","       94941","71686.851024","DebtCon","ProfExe","         0.1","           0","           0","132.86666667","           0","          21","           ."
"           1"," 5341.128858","126865.14418","59917.367752","DebtCon","ProfExe","3.3007595783","           2","           6","106.53333333","           6","          37","           ."
"           1","1258.5054535","15374.264772"," 41995.45553","HomeImp","Self","0.3571420709","           0","           0","           .","           3","          12","           ."
"           1","2184.8143256","      177000","159875.48444","DebtCon","Mgr","           3","           0","           2","195.83333333","           1","          50","           ."
"           1","       13000","50429.773904","8138.1046452","DebtCon","Other","2.4232094932","           0","           2","149.16666667","           0","          28","           ."
"           1","       13000","25442.366303","      137813","","Mgr","           6","           2","           2","138.33333333","           3","          65","           ."
"           1","       13000","      152029","99817.203638","HomeImp","ProfExe","3.6433038971","           0","           0","19.333333333","           7","           5","           ."
"           0","       13000","       26863"," 6014.527281","HomeImp","Other","5.1418515924","           0","           0"," 92.99959341","           2","          11","29.112936155"
"           0","       13000"," 16120.03835","      145807","DebtCon","ProfExe","           2","           0","           0","285.27593467","           0","          45","35.045471057"
"           0","       13000","       66014","83482.471047","DebtCon","Office","0.8857903392","           2","           3","185.64499392","           2","          30"," 39.41871848"
"           0","8717.1367759","41101.653924","4804.3697724","DebtCon","ProfExe","           0","           0","           0","172.69668464","           2","          34","42.565582285"
"           0","       13000","           .","       25552","HomeImp","","          28","           0","           0"," 198.0728056","           0","           5","25.507820486"
"           0","       13000","47540.124633","      114400","","","           .","           .","           .","           .","           .","           .","           ."
"           0","       13000","22027.600197","48374.862804","DebtCon","Other","           0","           1","           0","184.99032439","           1","          12","28.602076071"
"           0","       13000","46348.636972","19081.938493","HomeImp","ProfExe","1.5418269828","           0","           0","122.63869991","           0","          15","29.327513673"
"           0","       13000","43658.519993","5258.8026327","","Other","          11","           0","           0"," 256.7103553","           0","          26","27.310106973"
"           0","4282.7212914","51023.765433","      106799","DebtCon","Other","0.7116481623","           0","           0","67.111665924","           2","          14","37.297772993"
