BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,PARTIND
0,10300,82889.0,97189.0,DebtCon,Mgr,2.0,0.0,0.0,82.5074462131937,2.0,24.0,39.5369871903849,0
0,10300,56127.0,72294.0,HomeImp,Other,28.0,1.0,3.0,184.345750811665,0.0,24.0,34.6342356136554,1
0,10300,65876.0,80064.0,DebtCon,,3.0,0.0,0.0,220.825978881956,0.0,15.0,30.6331310015885,0
0,10300,57902.0,74355.0,HomeImp,Other,4.0,0.0,0.0,243.630916203022,1.0,16.0,36.5744418878362,0
1,10300,39893.0,55000.0,DebtCon,Other,1.5,0.0,1.0,99.4333333333333,2.0,32.0,,1
0,10300,,51053.0,HomeImp,Other,10.0,1.0,0.0,306.992205433842,2.0,12.0,34.4838784148376,0
0,10300,44941.0,60694.0,DebtCon,Other,2.0,0.0,0.0,85.681205115623,0.0,20.0,39.5363978096034,0
0,10400,63505.0,75811.0,DebtCon,Other,3.0,0.0,0.0,182.092071698249,2.0,17.0,33.6907856407486,1
0,10400,66044.0,83531.0,HomeImp,Office,12.0,0.0,0.0,241.514153224688,0.0,31.0,45.5698426521708,0
0,10400,62442.0,73197.0,DebtCon,ProfExe,8.0,0.0,0.0,47.6106776327135,1.0,24.0,38.8848277604276,1
0,10400,63626.0,79477.0,,Other,12.0,0.0,0.0,260.797262224094,0.0,27.0,27.9428660282506,1
0,10400,56610.0,86831.0,HomeImp,Other,19.0,0.0,0.0,190.084829515369,0.0,28.0,24.6026585542004,1
0,10400,21235.0,40116.0,DebtCon,Other,3.0,,,,,,36.9054143141515,1
0,10400,64904.0,76767.0,DebtCon,Office,11.0,0.0,0.0,245.018011884201,4.0,37.0,41.4238441349025,1
0,10400,64336.0,77564.0,DebtCon,Office,4.0,2.0,3.0,188.780076085179,2.0,30.0,39.6999804645777,0
0,10400,37233.0,52320.0,DebtCon,Other,15.0,0.0,0.0,88.6773286245159,0.0,11.0,31.0564367862495,1
0,10400,57816.0,82047.0,HomeImp,Other,3.0,0.0,1.0,176.65689456268,0.0,12.0,30.6742052881393,1
1,10400,51200.0,76125.0,DebtCon,Other,12.0,0.0,0.0,132.366666666667,0.0,16.0,,1
0,10400,39821.0,54040.0,HomeImp,Mgr,21.0,1.0,0.0,231.6054113501,1.0,18.0,36.4397367314155,0
0,10400,78320.0,100017.0,DebtCon,Other,10.0,0.0,0.0,167.422539706378,4.0,21.0,41.9748782814363,1
1,10400,42714.0,72322.0,DebtCon,Other,12.0,0.0,0.0,105.074801591052,6.0,15.0,41.2623534722311,1
0,10400,45710.0,55299.0,DebtCon,Office,0.0,0.0,0.0,166.374150228336,0.0,20.0,34.5364117411135,1
0,10400,11426.0,69294.0,DebtCon,ProfExe,20.0,0.0,1.0,396.926264538176,1.0,11.0,20.2919889385356,0
0,10500,,53907.0,HomeImp,Other,10.0,0.0,0.0,308.213262185588,2.0,13.0,34.4089484193404,0
0,10500,60145.0,63268.0,HomeImp,Other,4.0,0.0,0.0,122.496077923703,0.0,34.0,36.7368707533632,1
0,10500,64295.0,73594.0,DebtCon,,19.0,0.0,0.0,157.246550278699,0.0,11.0,33.5563122481044,0
0,10500,154434.0,179486.0,HomeImp,Office,5.0,0.0,0.0,182.353899989635,1.0,55.0,34.9834593343471,0
0,10500,64331.0,65040.0,HomeImp,Other,4.0,0.0,0.0,66.5410578172312,1.0,20.0,42.3321243409776,1
0,10500,,73388.0,HomeImp,Other,,0.0,0.0,367.230863816948,0.0,7.0,36.8421746263477,1
0,10500,13694.0,87580.0,DebtCon,Other,8.0,0.0,0.0,258.554927838622,0.0,14.0,20.2601980492008,1
0,10500,26000.0,39000.0,DebtCon,Other,9.0,,1.0,152.233333333333,7.0,29.0,,1
0,10500,88829.0,114962.0,DebtCon,Other,13.0,0.0,0.0,206.212228037804,3.0,15.0,37.8649462143262,0
0,10500,53537.0,66674.0,DebtCon,Office,4.0,0.0,0.0,83.5030947993561,2.0,11.0,37.0984134489849,0
0,10500,41467.0,58329.0,DebtCon,Mgr,2.0,0.0,0.0,187.71348615307,0.0,22.0,27.8611239197855,1
1,10500,57880.0,66802.0,DebtCon,Other,2.0,0.0,0.0,94.5984252618501,8.0,21.0,45.464765837083,1
0,10500,63130.0,71387.0,DebtCon,Other,3.0,0.0,2.0,305.556928016463,0.0,10.0,32.1779166958797,0
0,10500,57372.0,67960.0,DebtCon,ProfExe,1.5,0.0,0.0,158.266666666667,2.0,35.0,,1
1,10500,,18600.0,HomeImp,Other,24.0,,,,,,,0
0,10500,74000.0,89000.0,DebtCon,Mgr,6.0,0.0,0.0,138.033333333333,2.0,27.0,,1
1,10500,41500.0,56247.0,DebtCon,Other,8.0,0.0,1.0,70.0333333333333,2.0,24.0,,1
0,10500,30922.0,57682.0,,Other,30.0,0.0,0.0,241.460412632411,0.0,19.0,23.237035017869,1
0,10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.3194061724001,0.0,8.0,27.3223965459607,1
1,10500,89000.0,268000.0,HomeImp,ProfExe,,4.0,,120.8,2.0,15.0,,0
0,10500,42003.0,53754.0,DebtCon,Other,16.0,0.0,0.0,84.5511041865687,0.0,12.0,32.3429593205931,0
0,10500,76729.0,102287.0,HomeImp,ProfExe,5.0,0.0,0.0,89.0626987725349,1.0,33.0,38.4476588628663,1
0,10500,74814.0,98132.0,HomeImp,ProfExe,8.0,0.0,0.0,164.33089809812,0.0,34.0,32.3751491023112,1
1,10500,55267.0,65160.0,DebtCon,Other,1.0,0.0,0.0,108.275423180167,8.0,22.0,47.0792853650168,1
0,10500,47483.0,53877.0,DebtCon,,9.0,0.0,0.0,117.052394719305,0.0,26.0,21.4462817086448,1
0,10500,34044.0,55784.0,DebtCon,Other,10.0,0.0,0.0,245.130859801354,1.0,32.0,36.350329432171,0
0,10500,12630.0,32220.0,,,,,,,,,34.3458598861172,1
0,10500,27180.0,86978.0,HomeImp,ProfExe,22.0,0.0,0.0,230.721154405087,0.0,10.0,25.7530102256094,0
0,10600,47701.0,66500.0,DebtCon,Other,10.0,0.0,0.0,103.014289652188,0.0,23.0,37.3100060973829,1
0,10600,37742.0,64334.0,DebtCon,Mgr,,,,,,,37.541257883893,0
0,10600,80386.0,106526.0,HomeImp,ProfExe,1.0,0.0,0.0,64.0667355377696,1.0,19.0,34.104697064401,0
0,10600,31216.0,44716.0,DebtCon,Other,8.0,,1.0,149.194647543578,6.0,29.0,37.8822603898273,1
0,10600,82894.0,124359.0,HomeImp,Other,7.0,,,,,,40.3258853180734,1
0,10600,54344.0,92742.0,HomeImp,Other,19.0,0.0,0.0,171.205079005377,0.0,28.0,24.5532061655182,0
0,10600,39061.0,50225.0,DebtCon,Other,15.0,0.0,0.0,77.1142851082318,0.0,12.0,32.5874656518677,1
1,10600,61294.0,82646.0,DebtCon,ProfExe,5.0,0.0,4.0,87.859169291003,2.0,13.0,36.3951481489349,0
0,10600,46589.0,64559.0,HomeImp,Other,8.0,0.0,0.0,85.2308764872769,2.0,33.0,40.4513925360755,1
0,10600,28264.0,86546.0,HomeImp,ProfExe,20.0,0.0,0.0,244.140509026335,0.0,11.0,24.2023500803496,0
0,10600,44696.0,57686.0,DebtCon,Office,0.0,0.0,0.0,170.34097406134,0.0,20.0,37.7925550257287,1
0,10600,61513.0,73143.0,DebtCon,ProfExe,2.0,0.0,0.0,164.567655482149,2.0,34.0,43.2049531327118,1
0,10600,82365.0,100272.0,DebtCon,ProfExe,3.0,1.0,0.0,122.48359427449,0.0,26.0,33.6516469492585,1
0,10600,81151.0,200459.0,HomeImp,Self,14.0,0.0,0.0,9.53414270992181,,7.0,21.2232139916733,0
0,10600,62909.0,81411.0,HomeImp,Other,15.0,0.0,0.0,238.314470749402,1.0,35.0,34.6803816477025,1
1,10600,53200.0,71000.0,DebtCon,ProfExe,2.0,0.0,0.0,224.233333333333,5.0,39.0,,0
1,10600,22000.0,35200.0,DebtCon,Mgr,13.0,0.0,0.0,90.3333333333333,5.0,14.0,,1
0,10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.374055193086,1.0,18.0,32.6256870411922,1
0,10600,136820.0,201820.0,DebtCon,ProfExe,2.0,0.0,0.0,68.353056055623,1.0,22.0,38.0722098996175,1
0,10600,50662.0,62491.0,DebtCon,Other,0.0,0.0,0.0,197.70926699032,1.0,13.0,26.2518883489035,0
0,10600,43676.0,61576.0,DebtCon,Other,6.0,0.0,0.0,84.8391260528704,1.0,10.0,30.8681375006578,0
0,10600,66590.0,77465.0,HomeImp,Other,1.0,1.0,0.0,110.771623192463,0.0,6.0,39.7357852579261,0
0,10600,46972.0,80147.0,HomeImp,Office,12.0,3.0,0.0,244.233530118368,2.0,29.0,32.6565312967433,1
0,10600,63245.0,82041.0,DebtCon,Office,3.0,1.0,3.0,184.572578196508,3.0,29.0,38.2190343123484,1
0,10600,73844.0,107640.0,HomeImp,ProfExe,3.0,0.0,0.0,92.9794905110364,0.0,34.0,37.3192893074636,1
0,10600,120137.0,137090.0,DebtCon,ProfExe,17.0,,1.0,173.690461501205,0.0,33.0,30.9589057375718,1
0,10600,80397.0,203341.0,HomeImp,Self,14.0,0.0,0.0,11.9637332829148,,7.0,18.7320897386559,0
0,10600,83217.0,101359.0,DebtCon,Mgr,1.0,0.0,0.0,54.7466220053433,2.0,24.0,40.7603871802615,1
0,10600,27666.0,56218.0,HomeImp,Other,3.0,0.0,0.0,249.851189929826,0.0,10.0,39.5283263356045,0
0,10600,64546.0,84576.0,DebtCon,Other,0.0,,,173.625284266537,,35.0,28.9718037681756,0
0,10600,48018.0,68963.0,DebtCon,Mgr,2.0,0.0,0.0,186.757592600756,1.0,16.0,30.6557443442641,1
0,10600,56352.0,75277.0,DebtCon,Office,5.0,0.0,0.0,98.377278191705,2.0,15.0,26.2423943065816,0
0,10600,72022.0,82238.0,DebtCon,Office,5.0,1.0,2.0,181.768940438889,3.0,30.0,39.5941482714816,1
0,10600,58701.0,67967.0,DebtCon,Mgr,10.0,0.0,0.0,116.53228925937,1.0,19.0,31.5402182567121,0
0,10700,85198.0,107044.0,HomeImp,ProfExe,0.0,0.0,0.0,66.7583254686298,0.0,19.0,36.8464668190742,1
0,10700,56197.0,79272.0,HomeImp,Other,18.0,0.0,0.0,218.981662174904,1.0,16.0,34.0153596047849,1
0,10700,126751.0,184554.0,DebtCon,Other,8.0,0.0,0.0,225.870352145071,0.0,19.0,34.137054569813,0
0,10700,48322.0,64383.0,DebtCon,Other,0.0,1.0,0.0,185.256734706965,2.0,12.0,28.0308015514961,1
0,10700,83650.0,203720.0,HomeImp,Self,11.0,0.0,0.0,13.5886939620579,,8.0,19.5877105460911,1
0,10700,124330.0,176350.0,DebtCon,Other,8.0,0.0,0.0,222.634339246164,1.0,19.0,33.9647773352381,1
0,10700,55341.0,78062.0,HomeImp,Other,3.0,0.0,1.0,192.596854547221,0.0,12.0,28.8286493075214,1
1,10700,55043.0,68609.0,DebtCon,Other,2.0,0.0,0.0,46.2721759554356,1.0,17.0,25.4488445320022,1
0,10700,73996.0,92766.0,DebtCon,Office,15.0,0.0,1.0,102.1474285753,0.0,9.0,25.3840627002921,1
0,10700,59588.0,69166.0,HomeImp,Other,6.0,0.0,0.0,133.906505168839,0.0,17.0,36.1808575805607,1
0,10700,49573.0,68125.0,DebtCon,Other,2.0,0.0,0.0,223.2,0.0,10.0,,1
1,10700,122000.0,148000.0,DebtCon,ProfExe,0.7,0.0,0.0,165.333333333333,7.0,29.0,,1
1,10700,34000.0,49756.0,HomeImp,Other,0.9,1.0,0.0,230.3,8.0,8.0,,1
0,10700,67523.0,85560.0,DebtCon,Sales,5.0,0.0,0.0,126.842934943722,0.0,35.0,26.0016653332867,1
1,10700,41144.0,59375.0,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,,0
0,10700,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.0391682759048,2.0,34.0,40.3962334441004,0
0,10700,54091.0,67661.0,HomeImp,Other,27.0,0.0,2.0,188.533989084415,0.0,24.0,38.5893723449015,1
0,10700,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.021084924675,1.0,55.0,34.6981623911756,1
0,10700,115118.0,124198.0,DebtCon,Self,6.0,1.0,0.0,174.34182326453,0.0,19.0,31.7579905800791,1
0,10700,110789.0,126781.0,DebtCon,Self,6.0,0.0,1.0,178.637467503156,0.0,19.0,31.8889363837377,0
0,10700,51224.0,70399.0,DebtCon,Mgr,5.0,,,110.677441651757,,23.0,42.9392944069995,1
0,10700,67065.0,96171.0,DebtCon,Office,9.0,0.0,0.0,205.007600327232,3.0,28.0,41.5872011914231,0
0,10700,29569.0,47842.0,DebtCon,Other,12.0,,1.0,144.817174605879,7.0,28.0,36.7845820092291,1
0,10800,199000.0,226000.0,HomeImp,ProfExe,11.0,0.0,0.0,236.366666666667,0.0,22.0,,1
1,10800,64305.0,107374.0,DebtCon,ProfExe,9.0,0.0,0.0,97.8613257619211,0.0,36.0,36.9963856593037,1
0,10800,98568.0,121994.0,,Office,15.0,0.0,0.0,270.265165259855,0.0,16.0,33.6582922205368,1
0,10800,32870.0,61572.0,DebtCon,Mgr,,,,,,,38.4902469590121,1
1,10800,35602.0,73077.0,DebtCon,Self,,0.0,1.0,179.896559981843,1.0,20.0,53.5848830078379,1
0,10800,11950.0,46780.0,HomeImp,Office,24.0,0.0,0.0,268.9,0.0,20.0,,0
0,10800,70214.0,83882.0,DebtCon,Office,4.0,1.0,2.0,172.799300869708,3.0,30.0,38.5888235850673,1
0,10800,49254.0,80527.0,HomeImp,Other,2.0,0.0,2.0,202.537430393967,0.0,13.0,29.5515831385514,1
0,10800,44355.0,57742.0,HomeImp,Other,20.0,0.0,1.0,129.73199214478,0.0,22.0,38.0427678611422,0
0,10800,125732.0,184667.0,DebtCon,Other,7.0,0.0,0.0,212.223468791395,0.0,19.0,33.9207899660528,1
0,10800,31149.0,67239.0,DebtCon,Mgr,,,,,,,35.2654373760966,1
0,10800,80203.0,98731.0,DebtCon,Other,4.0,0.0,0.0,113.425145726676,2.0,31.0,41.4740738053359,1
0,10800,64181.0,70996.0,DebtCon,Other,4.0,0.0,0.0,171.759579046963,2.0,17.0,33.227793592642,0
1,10800,57892.0,78900.0,DebtCon,ProfExe,15.0,0.0,3.0,329.166666666667,1.0,14.0,,1
0,10800,,,,,,,,,,,,0
1,10800,75000.0,87400.0,HomeImp,Other,7.0,1.0,0.0,101.466666666667,2.0,19.0,,0
1,10800,52600.0,66700.0,DebtCon,ProfExe,2.0,0.0,0.0,110.566666666667,5.0,26.0,,0
0,10800,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.665070779692,0.0,23.0,30.0950096895243,1
0,10800,67740.0,108135.0,DebtCon,Office,11.0,0.0,0.0,163.273831793173,1.0,12.0,38.3834983783185,0
1,10800,194485.0,228670.0,HomeImp,ProfExe,1.0,0.0,0.0,75.4581503556079,,4.0,28.3701308843028,0
0,10800,56477.0,94980.0,HomeImp,Other,17.0,0.0,0.0,179.917362631009,0.0,28.0,25.2107396549921,0
0,10800,78898.0,86567.0,DebtCon,ProfExe,9.0,0.0,0.0,179.830828780163,0.0,12.0,40.2919519832926,1
0,10800,59469.0,69834.0,DebtCon,Other,3.0,0.0,0.0,308.759175678959,0.0,9.0,34.0957850930401,0
0,10800,61791.0,78361.0,DebtCon,Office,5.0,0.0,0.0,94.5180677820121,2.0,15.0,28.0885246450075,0
1,10800,24182.0,39750.0,DebtCon,ProfExe,2.0,0.0,0.0,176.833333333333,0.0,36.0,,1
0,10800,,49495.0,HomeImp,Mgr,5.0,,,141.165298221166,,8.0,21.0799989387626,1
0,10800,83441.0,92148.0,DebtCon,Mgr,5.0,0.0,0.0,119.14584403885,1.0,26.0,40.9786353218177,0
0,10800,49953.0,75322.0,DebtCon,Other,0.0,0.0,0.0,58.8927313306559,8.0,21.0,23.8759461858943,1
0,10800,67171.0,82138.0,HomeImp,Other,2.0,0.0,0.0,89.1245263053872,0.0,6.0,38.8031463999781,1
0,10800,13365.0,66979.0,HomeImp,Other,9.0,2.0,1.0,346.979651397694,1.0,22.0,16.481629680056,1
0,10800,89139.0,122571.0,HomeImp,Other,8.0,,,,,,40.7805271521865,1
0,10800,42191.0,57224.0,DebtCon,Other,15.0,0.0,0.0,68.8108261659048,0.0,11.0,30.5182297523498,1
0,10800,61767.0,72668.0,DebtCon,ProfExe,15.0,0.0,0.0,228.985453191294,3.0,32.0,37.9143347101539,1
1,10900,86754.0,110000.0,DebtCon,ProfExe,13.0,0.0,2.0,103.433333333333,0.0,19.0,,1
0,10900,57494.0,66704.0,DebtCon,Mgr,6.0,,,115.31274904629,,24.0,39.510985743376,1
0,10900,,76207.0,,,,,,,,,22.3926115967997,1
0,10900,49406.0,83074.0,HomeImp,Other,1.0,0.0,1.0,191.81512307521,0.0,13.0,30.1245556860811,0
0,10900,22513.0,52355.0,HomeImp,Other,1.0,0.0,0.0,248.583408656474,0.0,10.0,39.2046250059244,0
1,10900,,16365.0,HomeImp,Other,,0.0,0.0,59.5487026745946,1.0,2.0,24.1959036313677,1
0,10900,,66691.0,HomeImp,Other,,0.0,0.0,349.752362125443,0.0,7.0,34.3433485200365,1
0,10900,17282.0,70783.0,DebtCon,ProfExe,19.0,0.0,1.0,404.904393298715,0.0,11.0,23.6101243692544,0
0,10900,56793.0,68825.0,DebtCon,Other,3.0,0.0,0.0,225.889041458067,0.0,9.0,34.7278751894589,1
0,10900,25061.0,35792.0,DebtCon,Other,3.0,,,,,,37.1047122397016,0
0,10900,51990.0,76918.0,HomeImp,Other,0.0,0.0,1.0,180.818102332848,0.0,12.0,29.555406532509,1
0,10900,59029.0,76120.0,DebtCon,Other,2.0,0.0,0.0,231.734144375068,0.0,10.0,36.0256838279058,0
0,10900,116030.0,125179.0,DebtCon,Self,6.0,0.0,0.0,177.08584487724,0.0,19.0,33.849092538538,0
0,10900,45028.0,61014.0,DebtCon,Other,10.0,0.0,0.0,72.4946609250403,0.0,23.0,35.6676459737437,0
1,10900,49352.0,56529.0,DebtCon,Other,7.0,0.0,1.0,78.8336176254506,2.0,23.0,36.1749552357546,0
0,11000,14046.0,34777.0,DebtCon,Other,5.0,0.0,0.0,256.634152005184,0.0,11.0,22.447943314583,0
0,11000,88252.0,112567.0,DebtCon,Other,11.0,0.0,0.0,224.715576460884,2.0,15.0,39.5268523624758,1
0,11000,52602.0,61496.0,DebtCon,Other,13.0,0.0,0.0,107.340066164029,0.0,22.0,37.6991085919082,1
1,11000,60513.0,110485.0,DebtCon,Mgr,3.0,1.0,1.0,126.771928876182,1.0,17.0,40.0313933217066,1
0,11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.411826660591,0.0,12.0,39.2167751793967,1
0,11000,21738.0,86586.0,HomeImp,ProfExe,20.0,0.0,0.0,241.060791060522,0.0,10.0,25.2185999498417,1
0,11000,77929.0,102942.0,HomeImp,ProfExe,8.0,0.0,0.0,173.829883704445,0.0,34.0,33.8977725544468,1
0,11000,89275.0,108653.0,DebtCon,Other,15.0,0.0,0.0,206.903480892901,2.0,15.0,37.743047076996,1
0,11000,57554.0,68222.0,DebtCon,ProfExe,14.0,0.0,0.0,215.431793889395,3.0,32.0,36.5693478982474,0
0,11000,21780.0,85505.0,HomeImp,ProfExe,19.0,0.0,0.0,240.682581017363,0.0,10.0,24.40433511181,1
0,11000,63314.0,69285.0,DebtCon,ProfExe,15.0,0.0,0.0,244.0177745152,3.0,32.0,36.5425702209969,1
0,11000,48538.0,63805.0,DebtCon,Other,9.0,0.0,0.0,88.6060234555503,0.0,22.0,38.0261510953429,1
0,11000,50716.0,61492.0,DebtCon,Other,3.0,0.0,1.0,90.2303297624479,0.0,20.0,38.2558620216632,0
1,11000,77517.0,86214.0,HomeImp,ProfExe,2.0,2.0,0.0,352.379137872061,0.0,28.0,28.0302142058454,1
0,11000,56795.0,70014.0,DebtCon,Other,3.0,0.0,1.0,319.795771272606,0.0,10.0,33.5961708577937,1
1,11000,45000.0,63775.0,DebtCon,Other,14.0,0.0,0.0,173.166666666667,0.0,18.0,,1
1,11000,49000.0,66922.0,DebtCon,Other,11.0,0.0,2.0,91.0,3.0,32.0,,1
0,11000,108095.0,137000.0,DebtCon,ProfExe,3.0,0.0,0.0,277.0,1.0,46.0,,1
0,11000,15129.0,29375.0,DebtCon,Office,6.0,0.0,1.0,102.433333333333,0.0,17.0,,1
0,11000,74596.0,98000.0,HomeImp,ProfExe,6.0,0.0,0.0,108.533333333333,1.0,27.0,,0
0,11000,85149.0,106820.0,HomeImp,Mgr,10.0,0.0,0.0,240.433333333333,0.0,25.0,,0
0,11000,102000.0,120000.0,DebtCon,,3.0,0.0,0.0,125.8,1.0,26.0,,1
0,11000,63847.0,86500.0,HomeImp,Office,26.0,0.0,0.0,170.433333333333,2.0,14.0,,1
1,11000,54100.0,70438.0,DebtCon,Self,2.0,3.0,1.0,115.6,1.0,25.0,,1
1,11000,66400.0,81500.0,DebtCon,Other,9.5,0.0,0.0,215.066666666667,0.0,65.0,,1
1,11000,63975.0,235000.0,HomeImp,ProfExe,4.0,5.0,0.0,123.766666666667,1.0,17.0,,0
1,11000,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,,0
1,11000,62227.0,81250.0,DebtCon,Office,9.0,0.0,5.0,123.766666666667,3.0,34.0,,0
1,11000,41000.0,63450.0,HomeImp,Other,2.9,,,,,,,0
1,11000,122751.0,140000.0,DebtCon,Other,5.0,0.0,0.0,116.7,2.0,30.0,,1
1,11000,85474.0,118125.0,HomeImp,Office,2.5,2.0,0.0,132.933333333333,1.0,9.0,,1
0,11000,131949.0,165096.0,HomeImp,ProfExe,5.0,0.0,0.0,440.421253683432,0.0,42.0,26.9047664532833,0
0,11000,116361.0,143318.0,DebtCon,ProfExe,15.0,,1.0,181.070793246515,1.0,32.0,30.032845485249,0
0,11000,54641.0,65705.0,DebtCon,Other,5.0,0.0,0.0,323.192927628011,0.0,10.0,33.2996283938315,0
0,11000,85758.0,108661.0,HomeImp,Mgr,11.0,0.0,0.0,255.287415370543,0.0,24.0,29.434867143298,1
0,11000,60123.0,74887.0,HomeImp,Other,3.0,0.0,1.0,242.249761148205,2.0,16.0,37.6801697639563,1
0,11000,43614.0,60831.0,DebtCon,Other,3.0,0.0,2.0,84.4447461449034,0.0,20.0,36.673648151608,1
0,11000,83639.0,98081.0,DebtCon,Other,10.0,0.0,0.0,155.371220341241,4.0,22.0,42.5396857060211,0
0,11000,50178.0,64427.0,DebtCon,Other,5.0,0.0,0.0,67.6362890531347,1.0,11.0,28.689928356884,1
0,11000,77723.0,107245.0,HomeImp,ProfExe,5.0,0.0,0.0,115.558529618453,0.0,26.0,26.9119296602355,1
0,11000,46093.0,60563.0,DebtCon,Mgr,4.0,0.0,0.0,190.482164283731,1.0,21.0,29.5781481332882,0
1,11000,85008.0,73223.0,HomeImp,Mgr,7.0,0.0,2.0,197.120045356682,0.0,23.0,41.4410520182275,1
0,11000,106762.0,123138.0,DebtCon,,2.0,0.0,0.0,131.011915730639,0.0,25.0,32.8037433404726,1
0,11000,92521.0,110704.0,DebtCon,Other,13.0,0.0,0.0,208.898485263939,2.0,16.0,39.2504332852785,0
1,11000,49000.0,68000.0,HomeImp,Other,2.0,2.0,3.0,9.1,3.0,15.0,,1
0,11000,,56851.0,HomeImp,Other,10.0,0.0,0.0,308.435649188857,2.0,13.0,31.0756165814007,1
0,11000,48893.0,113223.0,DebtCon,ProfExe,7.0,0.0,1.0,237.098081292752,0.0,9.0,22.0033764093152,1
0,11100,47689.0,52910.0,HomeImp,Mgr,21.0,1.0,1.0,224.480750125158,1.0,18.0,34.9470765807885,1
0,11100,59232.0,71157.0,DebtCon,Mgr,5.0,,,108.217160506465,,24.0,40.0918318223403,1
0,11100,,50262.0,HomeImp,Mgr,5.0,,,175.756887467353,,8.0,22.9568637584927,0
1,11100,52028.0,77316.0,HomeImp,Other,,0.0,2.0,194.484897328303,1.0,12.0,30.7976743651031,1
0,11100,79226.0,88112.0,DebtCon,ProfExe,10.0,0.0,1.0,179.648273592235,1.0,12.0,40.670904725092,1
0,11100,72402.0,86584.0,DebtCon,Mgr,8.0,0.0,0.0,102.97207872466,0.0,22.0,29.6557132034636,1
0,11100,17430.0,68499.0,DebtCon,ProfExe,20.0,0.0,2.0,403.965400934344,1.0,12.0,21.7586426121968,1
1,11100,,26400.0,HomeImp,Other,8.0,0.0,0.0,,2.0,0.0,,1
0,11100,82849.0,113913.0,HomeImp,ProfExe,10.0,0.0,1.0,167.361029922445,0.0,27.0,35.7633334793678,0
0,11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.4921166576639,0.0,4.0,34.0509493615436,1
0,11100,82329.0,100139.0,HomeImp,ProfExe,5.0,0.0,0.0,108.532563640129,0.0,26.0,26.0992587006973,1
0,11100,80922.0,95105.0,DebtCon,Other,3.0,0.0,0.0,90.8812922613337,2.0,31.0,38.1208105746428,1
0,11100,,67005.0,HomeImp,Other,,0.0,0.0,364.375975822443,0.0,7.0,36.6747343180118,1
1,11100,68784.0,85464.0,,ProfExe,2.0,0.0,0.0,117.998304295245,0.0,14.0,36.0442517548819,0
0,11100,52029.0,71376.0,HomeImp,Other,4.0,0.0,1.0,250.252164806451,2.0,16.0,38.4836484448815,0
0,11100,61856.0,77275.0,HomeImp,Other,4.0,0.0,1.0,243.713774088564,1.0,16.0,36.5641195628997,1
0,11100,105226.0,122901.0,DebtCon,,3.0,0.0,0.0,113.688780367985,1.0,26.0,33.8966429782783,1
0,11100,53232.0,86703.0,HomeImp,Other,16.0,0.0,0.0,183.206207474635,0.0,29.0,26.8748899701726,1
1,11100,52900.0,91741.0,HomeImp,Other,,1.0,1.0,93.1103526982342,,8.0,40.7614530712606,0
0,11100,75392.0,89976.0,DebtCon,ProfExe,9.0,0.0,0.0,163.703555373282,1.0,12.0,39.2718847790276,1
0,11100,31999.0,61406.0,,Other,31.0,0.0,0.0,239.050556566442,0.0,19.0,20.9612729393883,1
0,11100,,,,,,,,,,,26.2324592229689,1
0,11100,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.765774887185,0.0,16.0,35.5067740679704,1
0,11100,56999.0,67427.0,HomeImp,Other,8.0,0.0,0.0,139.513915006184,0.0,16.0,35.8924361023039,1
0,11100,67366.0,102936.0,DebtCon,Other,9.0,0.0,0.0,213.281495729977,0.0,20.0,19.0786511675122,1
0,11100,35782.0,45550.0,HomeImp,Other,8.0,0.0,0.0,109.284345791468,0.0,3.0,36.1598059194627,0
0,11100,148235.0,182053.0,HomeImp,Office,4.0,0.0,0.0,198.809717112733,0.0,55.0,33.5387261517061,1
0,11100,48031.0,107561.0,DebtCon,ProfExe,5.0,0.0,1.0,226.781105130087,0.0,9.0,24.1903266245408,1
0,11100,43167.0,60209.0,DebtCon,Other,3.0,0.0,1.0,80.3681969762444,0.0,20.0,37.4907988248862,0
0,11100,50350.0,58837.0,DebtCon,Other,6.0,0.0,0.0,80.8432168179208,0.0,10.0,28.7931662708536,1
0,11200,32562.0,47220.0,DebtCon,Other,8.0,,1.0,151.285867422118,7.0,29.0,38.0191350451527,1
0,11200,66868.0,107794.0,DebtCon,Office,10.0,0.0,0.0,152.929828479461,1.0,12.0,39.6408289809389,1
0,11200,93649.0,113833.0,DebtCon,Other,13.0,0.0,0.0,205.117245715176,3.0,16.0,39.1261302590958,0
0,11200,29348.0,87351.0,HomeImp,ProfExe,20.0,0.0,0.0,224.394894576695,0.0,11.0,26.1296273035228,1
0,11200,44966.0,55114.0,DebtCon,Office,1.0,0.0,0.0,173.961897406886,1.0,21.0,37.4566221020914,1
